Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio","1M Return","1D Return","Return on Equity","PB Ratio"
HDFC Asset Management Company Ltd,HDFCAMC,"Asset Management","116226.31160052","2712.6","40.66615522435499","19.28235345851106","-2.7009577101043862","32.36027622492601","14.295996870908823"
Indian Bank,INDIANB,"Public Banks","114741.12672148501","851.85","10.014141036322073","0.02348382551518176","-2.706869967449024","17.085789126527192","1.6037585043719949"
GE Vernova T&D India Ltd,GVT&D,"Heavy Electrical Equipments","114355.5034617","4466.2","187.9826795681619","21.301501941932145","-0.29468232352546814","40.339516917823005","64.49430856613522"
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","114265.046717","10267","17.523513184534718","14.907666480134303","-0.37358691960603563","9.614664808907161","1.572402983016431"
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","113265.2413388","1144.6","88.59436775114003","10.996896819239707","-2.0034246575342545","6.5855655541856395","5.295168433299205"
Vodafone Idea Ltd,IDEA,"Telecom Services","110726.581771022","10.22","-4.043565874618274","16.66666666666668","-0.680272108843523",,"-1.5746056150440695"
Ambuja Cements Ltd,AMBUJACEM,"Cement","110375.57940212","444.2","26.485286951939155","10.470032330266093","-2.2877254729432543","7.269580094674474","1.729715141931021"
Mazagon Dock Shipbuilders Ltd,MAZDOCK,"Shipbuilding","110251.8216","2733.2","45.68111240475491","28.869819416285523","-1.3178322562010327","34.033003486482386","13.885829710272704"
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","110156.74464455","1322.9","19.47918598160066","4.535756617937581","-0.5188750187998092","18.188806443001386","3.246837206639766"
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,"Hospitals & Diagnostic Centres","109801.15331805","7636.5","75.93965925586146","2.4277379116088795","-0.9404592035283434","15.70051850042076","9.893778457204"
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","109190.42923851","1067.1","58.948566235766364","7.473058716889911","-2.10540800880694","15.05782544774939","9.096231001082145"
LG Electronics India Ltd,LGEINDIA,"Home Electronics & Appliances","108128.4420456","1593","49.07478738896404","7.2727272727272725","-2.089735709895513","45.23188283814492","18.11145110534541"
Indus Towers Ltd,INDUSTOWER,"Telecom Infrastructure","108111.59601498001","409.95","10.885507618532577","-2.5320970042796085","-0.9543367963276127","33.36306269536138","3.3266846578122546"
Gail (India) Ltd,GAIL,"Gas Distribution","107325.025012689","163.23","8.620622420656469","20.189971283410635","-1.4668598333937022","15.328843449116606","1.2590851789277704"
Bosch Ltd,BOSCHLTD,"Auto Parts","106162.35718","35995","52.68080447598252","23.333904402946718","-0.9629935341862704","15.579315196635518","7.685517376731123"
Vedanta Ltd,VEDL,"Metals - Diversified","106034.89103246","271.55","6.0971129338427925","-58.57992678462477","-64.89788004136504","31.283003903070277","1.9726320583494872"
Cipla Ltd,CIPLA,"Pharmaceuticals","105787.21335576","1309.6","20.06388090623839","7.151039109801984","-0.6071645415907712","18.152441369299986","3.3809443612665695"
Lupin Ltd,LUPIN,"Pharmaceuticals","105388.92866772","2305.2","32.11490930324656","-0.4061176877214245","-0.26823570130657926","20.725279305793272","6.093835771088246"
Hero MotoCorp Ltd,HEROMOTOCO,"Two Wheelers","102025.7772923","5099","23.301642874307966","0.681212360548919","-0.30305992765666245","23.515776346409897","5.257952178757159"
GMR Airports Ltd,GMRAIRPORT,"Construction & Engineering","101820.205105136","96.43","-259.1834163297332","11.376761376761387","0",,"-57.31990041666118"
Marico Ltd,MARICO,"FMCG - Personal Products","100412.687605","775","61.640692206875386","4.264765236109249","-0.5517772359810028","38.62477771191464","23.537901454524143"
Lloyds Metals and Energy Ltd,LLOYDSME,"Mining - Iron Ore","99257.42580864001","1764.4","68.45670191570628","41.59377257041972","-0.4401309107324204","31.47577496556492","15.503837136548517"
JSW Energy Ltd,JSWENERGY,"Power Generation","98548.17919181999","561.15","50.514472467345676","18.887711864406775","0.13383297644539616","7.788092847604656","3.388274914743858"
Max Healthcare Institute Ltd,MAXHEALTH,"Hospitals & Diagnostic Centres","96642.88141111","993.05","89.82682214662417","2.906735751295332","-1.3461156367971456","12.096007591203781","10.30212351424868"
United Spirits Ltd,UNITDSPR,"Alcoholic Beverages","96417.62907368","1325.6","60.946668188166875","6.903225806451606","-2.7724805632976515","20.7816091954023","11.897535670493584"
Ashok Leyland Ltd,ASHOKLEY,"Trucks & Buses","95209.308433368","162.09","30.645457845168025","2.213393870601583","-2.19634345019006","22.46465493710106","6.008845040812479"
REC Ltd,RECLTD,"Specialized Finance","93295.12632","354.3","5.720759982266557","13.33973128598848","-2.5443542841424835","21.50494383837246","1.1903523387115904"
Mankind Pharma Ltd,MANKIND,"Pharmaceuticals","92750.14045176","2246.7","46.58563730650546","11.487693529178234","-0.4475363346331249","16.49239955152361","6.366625100167626"
Ntpc Green Energy Ltd,NTPCGREEN,"Renewable Energy","92563.231413965","109.85","194.67323844108077","16.7003080845639","-0.6152175879851686","3.840029978529651","4.994729784297637"
Aditya Birla Capital Ltd,ABCAPITAL,"Diversified Financials","90539.7570568","345.5","27.170186853843557","15.551839464882944","-0.8466063997704086","10.928357101266007","2.799011256259845"
Indian Hotels Company Ltd,INDHOTEL,"Hotels, Resorts & Cruise Lines","90508.938153795","635.85","47.4467459746565","9.43120213406765","-1.3650818273481664","16.92302096492598","7.289930833345681"
Bharat Forge Ltd,BHARATFORG,"Iron & Steel","89957.15699712","1881.6","95.58216755790234","11.820288821536806","-1.3733095712338843","11.487315313775895","9.756117232966654"
Zydus Lifesciences Ltd,ZYDUSLIFE,"Pharmaceuticals","89746.0095681","891.9","19.83118098952603","0.6943268416596079","-2.0804742822638245","18.677259595542704","3.404835254343966"
